,mc-chi-0-all,mc-chi-1-all,mc-chi-2-all,mc-chi-3-all,mc-Z-0-all,mc-Z-1-all,mc-Z-2-all,mc-Z-3-all,mc-I-0-all,mc-I-1-all,mc-I-2-all,mc-I-3-all,mc-T-0-all,mc-T-1-all,mc-T-2-all,mc-T-3-all,mc-S-0-all,mc-S-1-all,mc-S-2-all,mc-S-3-all,D_mc-chi-0-all,D_mc-chi-1-all,D_mc-chi-2-all,D_mc-chi-3-all,D_mc-Z-0-all,D_mc-Z-1-all,D_mc-Z-2-all,D_mc-Z-3-all,D_mc-I-0-all,D_mc-I-1-all,D_mc-I-2-all,D_mc-I-3-all,D_mc-T-0-all,D_mc-T-1-all,D_mc-T-2-all,D_mc-T-3-all,D_mc-S-0-all,D_mc-S-1-all,D_mc-S-2-all,D_mc-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
MOF24,1.7689,30.50133333,16.1196,76.14693333,1600.0,2133.333333,7040.0,5333.333333,1.0,6.666666667,6.666666667,17.33333333,45.33333333,117.3333333,232.0,274.6666667,2.3716,7.494666667,12.64853333,19.6504,0.0,-14.06666667,-3.253333333,-34.2,0.0,213.3333333,90.66666667,560.0,0.0,0.0,0.0,0.0,0.0,28.0,10.66666667,73.33333333,0.0,5.4,2.053333333,13.93333333,142.0086,288.609,463.3414,454.086,1386.0,2208.0,3784.0,4608.0,19.0,42.0,66.0,66.0,108.0,270.0,394.0,332.0,11.4556,25.7334,40.801,40.1356,11.8336,8.772,20.6056,17.6472,64.0,48.0,112.0,176.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,5.0,0.5329,0.5621,1.095,1.3067,28.09,59.89,87.98,162.71,0.0,0.89,0.89,1.75,0.0,2.0,2.0,-6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-3.0,0.0,-0.04,-0.04,-0.33,0.0,-6.0,-6.0,-20.1,6.6564,13.158,26.316,41.4864,256.0,192.0,384.0,832.0,1.0,2.0,4.0,6.0,4.0,12.0,24.0,21.33333333,1.0404,1.5708,3.1416,4.624,376.36,438.44,876.88,1298.690579,0.0,0.06,0.12,-0.6,0.0,20.0,40.0,44.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,1.333333333,0.0,0.5,1.0,1.586666667,0.0,16.2,32.4,49.45718667
MOF25,1.7689,36.6016,16.1196,100.548,1600.0,2560.0,7040.0,7040.0,1.0,8.0,6.666666667,22.66666667,64.0,149.3333333,320.0,373.3333333,2.3716,8.9936,12.64853333,25.64613333,0.0,-16.88,-3.253333333,-45.45333333,0.0,256.0,90.66666667,730.6666667,0.0,0.0,0.0,0.0,0.0,45.33333333,13.33333333,134.6666667,0.0,6.48,2.053333333,18.25333333,102.6858,183.957,280.0474,270.4616,730.0,1152.0,1816.0,1810.0,13.0,26.0,38.0,38.0,64.0,150.0,190.0,146.0,7.0032,14.707,21.1198,19.2594,11.8336,8.772,20.6056,17.6472,64.0,48.0,112.0,176.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,5.0,0.5329,0.5621,1.095,1.3067,28.09,59.89,87.98,162.71,0.0,0.89,0.89,1.75,0.0,2.0,2.0,-6.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-3.0,0.0,-0.04,-0.04,-0.33,0.0,-6.0,-6.0,-20.1,6.6564,13.158,26.316,46.8528,256.0,192.0,384.0,544.0,1.0,2.0,4.0,6.0,4.0,12.0,24.0,12.0,1.0404,1.5708,3.1416,3.7332,376.36,438.44,876.88,586.155868,0.0,0.06,0.12,-2.68,0.0,20.0,40.0,62.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,6.0,0.0,0.5,1.0,2.46,0.0,16.2,32.4,86.18578
MOF26,3.7249,17.6016,31.4204,60.4476,2209.0,987.0,1786.0,7426.0,1.0,3.0,6.0,12.0,9.0,27.0,54.0,120.0,1.6384,2.88,5.8624,13.0304,0.0,-3.33,-4.7,-8.16,0.0,120.0,244.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,1.59,3.1,5.18,148.7772,228.2972,454.8682,347.3988,777.0,1226.0,2392.0,1824.0,13.0,26.0,42.0,32.0,68.0,152.0,170.0,128.0,7.0837,14.677,22.9754,17.4616,9.2416,16.49706667,27.82613333,53.5648,49.0,88.66666667,149.3333333,280.0,1.0,2.0,3.333333333,4.666666667,4.0,10.66666667,20.0,13.33333333,0.5625,1.145,1.905,2.515,54.76,148.0,240.2533333,166.4506667,0.0,0.653333333,0.98,-3.433333333,0.0,1.333333333,2.0,-7.333333333,0.0,0.0,0.0,0.0,0.0,-1.333333333,-3.333333333,2.666666667,0.0,-0.026666667,-0.04,0.146666667,0.0,-5.2,-7.8,12.04,15.8404,10.149,41.8298,24.1984,81.0,54.0,216.0,126.0,1.0,1.0,3.0,2.0,1.0,4.0,5.0,4.0,0.5041,0.5467,1.5549,1.065,13.9876,42.262,70.2372,55.352,0.0,1.43,1.43,1.88,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-2.0,0.0,-0.06,-0.06,-0.08,0.0,-7.56,-7.56,-7.32
MOF29,2.5921,33.2304,19.0141,38.5756,169.0,624.0,481.0,728.0,1.0,6.0,5.0,8.0,36.0,72.0,108.0,120.0,1.5876,5.5188,5.4684,7.56,0.0,-10.98,-3.76,-11.08,0.0,30.0,28.0,48.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,28.0,0.0,3.18,1.96,4.08,99.3544,174.216,247.5604,231.387,544.0,960.0,1360.0,1272.0,12.0,24.0,32.0,30.0,56.0,124.0,140.0,114.0,6.8748,13.9832,18.4864,17.2942,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF30,2.7556,34.2624,19.6876,39.7736,576.0,1152.0,1152.0,1344.0,1.0,6.0,5.0,8.0,36.0,72.0,108.0,120.0,1.6129,5.5626,5.5245,7.62,0.0,-10.68,-3.56,-10.68,0.0,96.0,72.0,136.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,28.0,0.0,3.24,2.0,4.16,99.3544,174.216,247.5604,231.387,544.0,960.0,1360.0,1272.0,12.0,24.0,32.0,30.0,56.0,124.0,140.0,114.0,6.8748,13.9832,18.4864,17.2942,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF32,2.1639,29.8849,21.4227,71.1097,1369.0,1892.5,5592.0,4468.0,1.0,6.25,7.0,16.0,40.25,104.25,204.0,251.0,2.169325,6.867875,11.4114,17.6253,0.0,-12.0925,-3.88,-27.81,0.0,181.25,108.0,480.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,61.0,0.0,4.615,2.5,11.89,559.9152,1209.924,1958.0048,2458.396,2460.0,5472.0,8384.0,9256.0,84.0,184.0,296.0,384.0,480.0,1224.0,1832.0,2096.0,38.258,93.5704,144.4648,170.7808,10.9696,11.016,24.07306667,26.49066667,59.0,60.0,130.6666667,124.6666667,1.0,1.333333333,2.666666667,3.333333333,2.0,6.0,10.66666667,13.33333333,0.542766667,0.759733333,1.5,1.704466667,36.98,95.67333333,170.1466667,213.5817427,0.0,0.92,1.246666667,2.4,0.0,2.0,2.666666667,8.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.666666667,-3.333333333,0.0,-0.04,-0.053333333,0.173333333,0.0,-6.6,-9.2,-11.27140667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF35,1.7689,35.07653333,25.3631,98.2338,1600.0,2453.333333,7360.0,6880.0,1.0,7.666666667,9.666666667,22.33333333,59.0,164.0,332.6666667,411.6666667,2.3716,8.618866667,14.97393333,25.31246667,0.0,-16.17666667,-6.213333333,-44.15666667,0.0,245.3333333,202.6666667,721.3333333,0.0,0.0,0.0,0.0,0.0,37.66666667,31.0,117.6666667,0.0,6.21,5.163333333,17.95666667,103.1701,182.9072,271.9894,260.0468,535.0,950.0,1384.0,1196.0,12.0,24.0,34.0,32.0,58.0,134.0,166.0,120.0,6.358,13.2448,18.2554,15.808,11.8336,8.772,19.1436,16.02466667,64.0,48.0,104.0,86.66666667,1.0,1.0,1.833333333,1.666666667,1.0,2.833333333,3.5,4.166666667,0.5329,0.5621,1.001316667,0.924666667,28.09,59.89,77.99833333,82.59166667,0.0,0.89,0.741666667,1.075,0.0,2.0,1.666666667,2.5,0.0,0.0,0.0,0.0,0.0,-1.833333333,-1.666666667,-2.5,0.0,-0.04,-0.033333333,-0.05,0.0,-6.0,-5.0,-6.75,9.6736,15.62333333,21.35226667,29.46266667,51.5,83.83333333,115.6666667,134.1666667,1.0,1.833333333,2.666666667,3.333333333,3.5,8.666666667,15.16666667,10.0,0.557566667,1.043683333,1.532566667,1.625,50.315,125.2983333,213.7316667,162.843845,0.0,0.556666667,1.225,0.441666667,0.0,1.166666667,2.5,4.166666667,0.0,0.0,0.0,0.0,0.0,-1.0,-2.5,1.666666667,0.0,-0.023333333,-0.05,0.333333333,0.0,-4.25,-9.75,2.660741667
MOF38,3.6481,37.1304,66.5253,148.6362,784.0,1260.0,5880.0,4704.0,1.0,6.0,15.0,27.0,36.0,144.0,342.0,486.0,1.4641,5.3724,15.6453,23.1957,0.0,-7.98,-6.18,-26.25,0.0,123.0,210.0,588.0,0.0,0.0,0.0,0.0,0.0,12.0,33.0,81.0,0.0,2.82,5.22,13.5,153.7164,344.8024,520.256,554.355,636.0,1492.0,2024.0,1716.0,24.0,52.0,80.0,90.0,132.0,328.0,472.0,458.0,10.46,25.658,37.2704,36.5706,9.2416,16.9936,22.192,14.44,49.0,91.0,91.0,49.0,1.0,2.0,3.0,2.0,4.0,10.0,14.0,8.0,0.5625,1.14,1.4325,0.855,54.76,138.38,200.592614,116.972614,0.0,0.49,1.82,1.33,0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-0.02,0.34,0.36,0.0,-3.9,-4.90711,-1.00711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF39,3.6481,37.1304,66.5253,148.6362,784.0,1260.0,5880.0,4704.0,1.0,6.0,15.0,27.0,36.0,144.0,342.0,486.0,1.4641,5.3724,15.6453,23.1957,0.0,-7.98,-6.18,-26.25,0.0,123.0,210.0,588.0,0.0,0.0,0.0,0.0,0.0,12.0,33.0,81.0,0.0,2.82,5.22,13.5,179.7264,396.8224,572.276,580.365,780.0,1780.0,2312.0,1860.0,28.0,60.0,88.0,94.0,148.0,356.0,472.0,390.0,12.8316,30.4012,42.0136,38.9422,9.2416,16.9936,22.192,14.44,49.0,91.0,91.0,49.0,1.0,2.0,3.0,2.0,4.0,10.0,14.0,6.0,0.5625,1.14,1.4325,0.855,54.76,138.38,200.592614,116.972614,0.0,0.49,1.82,1.33,0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,-0.02,0.34,0.36,0.0,-3.9,-4.90711,-1.00711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF40,3.6481,37.1304,66.5253,148.6362,784.0,1260.0,5880.0,4704.0,1.0,6.0,15.0,27.0,36.0,144.0,342.0,486.0,1.4641,5.3724,15.6453,23.1957,0.0,-7.98,-6.18,-26.25,0.0,123.0,210.0,588.0,0.0,0.0,0.0,0.0,0.0,12.0,33.0,81.0,0.0,2.82,5.22,13.5,566.546,1271.284,2594.3864,1582.739,2864.0,6556.0,13160.0,7904.0,52.0,132.0,232.0,190.0,436.0,1268.0,1432.0,1542.0,26.754,71.2052,121.5768,100.6414,9.2416,16.9936,22.192,14.44,49.0,91.0,91.0,49.0,1.0,2.0,3.0,2.0,4.0,10.0,14.0,6.0,0.5625,1.14,1.4325,0.855,54.76,138.38,200.592614,116.972614,0.0,0.49,1.82,1.33,0.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,0.0,-0.02,0.34,0.36,0.0,-3.9,-4.90711,-1.00711,15.8404,25.9894,73.5106,20.298,81.0,135.0,378.0,108.0,1.0,2.0,5.0,2.0,4.0,18.0,22.0,12.0,0.5041,1.0508,2.5631,1.0934,13.9876,56.2496,98.2124,84.524,0.0,1.43,1.43,2.86,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,-5.0,-1.0,-2.0,0.0,-0.06,-0.06,-0.12,0.0,-7.56,-7.56,-15.12
MOF41,2.7225,22.704,22.77,50.25075,900.0,960.0,2745.0,2130.0,1.0,4.0,6.5,9.5,16.0,44.0,76.0,88.0,1.7161,3.8252,7.53905,9.21585,0.0,-7.16,-3.075,-14.78,0.0,88.0,103.5,214.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,16.0,0.0,2.32,2.76,5.41,144.0441,255.969,399.6456,462.213,711.0,1260.0,1896.0,1944.0,18.0,36.0,54.0,66.0,90.0,216.0,294.0,306.0,8.9442,19.1268,27.591,31.0002,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0
MOF44,1.7689,36.6016,16.1196,100.548,1600.0,2560.0,7040.0,7040.0,1.0,8.0,6.666666667,22.66666667,64.0,149.3333333,320.0,373.3333333,2.3716,8.9936,12.64853333,25.64613333,0.0,-16.88,-3.253333333,-45.45333333,0.0,256.0,90.66666667,730.6666667,0.0,0.0,0.0,0.0,0.0,45.33333333,13.33333333,134.6666667,0.0,6.48,2.053333333,18.25333333,487.2588,1050.447,1717.0808,2258.894,2118.0,4704.0,7280.0,8564.0,74.0,162.0,264.0,360.0,426.0,1098.0,1688.0,2072.0,33.3626,82.005,128.4488,161.4504,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF46,1.7689,36.6016,20.6416,105.07,1600.0,2560.0,7360.0,7360.0,1.0,8.0,8.0,24.0,64.0,160.0,352.0,448.0,2.3716,8.9936,14.2296,27.2272,0.0,-16.88,-4.88,-47.08,0.0,256.0,136.0,776.0,0.0,0.0,0.0,0.0,0.0,44.0,20.0,136.0,0.0,6.48,3.08,19.28,99.3544,174.216,247.5604,231.387,544.0,960.0,1360.0,1272.0,12.0,24.0,32.0,30.0,56.0,124.0,140.0,114.0,6.8748,13.9832,18.4864,17.2942,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,4.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF47,1.7689,36.6016,20.6416,105.07,1600.0,2560.0,7360.0,7360.0,1.0,8.0,8.0,24.0,64.0,160.0,352.0,448.0,2.3716,8.9936,14.2296,27.2272,0.0,-16.88,-4.88,-47.08,0.0,256.0,136.0,776.0,0.0,0.0,0.0,0.0,0.0,44.0,20.0,136.0,0.0,6.48,3.08,19.28,136.3208,236.232,371.5924,454.4014,740.0,1296.0,2032.0,2476.0,16.0,32.0,48.0,58.0,80.0,192.0,256.0,250.0,9.1248,18.6032,27.7264,33.4042,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0.0,0.89,0.89,1.78,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-4.0,0.0,-0.04,-0.04,-0.08,0.0,-6.0,-6.0,-12.0,9.2416,7.752,15.504,32.4976,49.0,42.0,84.0,175.0,1.0,1.0,2.0,4.0,1.0,3.0,6.0,10.0,0.5625,0.5775,1.155,2.295,54.76,83.62,167.24,305.62,0.0,0.49,0.98,1.47,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,-6.0,0.0,-0.02,-0.04,-0.06,0.0,-3.9,-7.8,-11.7
MOF50,2.7225,27.72,25.245,55.209,900.0,1170.0,1080.0,2100.0,1.0,5.0,6.0,12.0,25.0,55.0,90.0,140.0,1.7161,4.8077,6.0522,10.8468,0.0,-8.55,-5.4,-13.66,0.0,111.0,144.0,290.0,0.0,0.0,0.0,0.0,0.0,14.0,12.0,32.0,0.0,2.88,3.24,7.44,119.8856667,235.671,360.2869333,409.862,520.6666667,1032.0,1437.333333,1376.0,17.33333333,35.33333333,53.33333333,64.0,88.66666667,214.0,288.0,286.6666667,7.664666667,17.45846667,24.6656,26.11013333,10.9696,11.016,23.36373333,18.73866667,59.0,60.0,107.3333333,82.66666667,1.0,1.333333333,2.666666667,2.333333333,2.0,6.0,8.0,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.635076,129.9617427,0.0,0.92,1.48,1.91,0.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,-2.0,-1.333333333,-2.333333333,0.0,-0.04,0.213333333,0.193333333,0.0,-6.6,-4.671406667,-7.371406667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF54,1.8425,24.30933333,18.02,33.28533333,1782.666667,1770.666667,1328.0,2458.666667,1.0,5.333333333,5.333333333,8.0,32.0,64.0,96.0,96.0,2.6615,6.239066667,6.580933333,9.657866667,0.0,-11.28,-6.533333333,-14.56,0.0,178.6666667,189.3333333,277.3333333,0.0,0.0,0.0,0.0,0.0,21.33333333,16.0,24.0,0.0,4.653333333,4.44,7.04,60.3394,83.181,117.5104,94.6688,328.0,456.0,640.0,512.0,6.0,10.0,12.0,8.0,22.0,42.0,28.0,8.0,3.3174,5.6826,6.6284,4.2632,11.8336,8.772,20.6056,23.6672,64.0,48.0,112.0,128.0,1.0,1.0,2.0,2.0,1.0,3.0,4.0,2.0,0.5329,0.5621,1.095,1.0658,28.09,59.89,87.98,56.18,0.0,0.89,0.89,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,-0.04,-0.04,0.0,0.0,-6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOF55,3.5344,30.832,33.558,69.5036,729.0,1026.0,1134.0,1890.0,1.0,5.0,7.0,14.0,25.0,60.0,105.0,150.0,1.5876,4.6494,6.7914,11.4156,0.0,-7.0,-4.69,-10.65,0.0,97.0,147.0,308.0,0.0,0.0,0.0,0.0,0.0,13.0,14.0,40.0,0.0,2.61,3.43,8.58,91.2838,176.001,261.8652,273.915,397.0,768.0,1020.0,894.0,13.0,26.0,38.0,42.0,64.0,150.0,190.0,164.0,5.7333,12.7666,17.2678,16.595,10.7536,11.577,24.05326667,19.48066667,57.75,63.0,106.1666667,93.91666667,1.0,1.416666667,2.833333333,2.416666667,2.25,6.75,9.0,9.333333333,0.545233333,0.809141667,1.35125,1.252658333,39.2025,104.6191667,148.798845,153.4519225,0.0,0.9275,1.6275,1.796666667,0.0,2.0,7.0,5.666666667,0.0,0.0,0.0,0.0,0.0,-2.0,-1.166666667,-2.75,0.0,-0.04,0.276666667,0.095,0.0,-6.75,-4.339258333,-9.044629167,5.9168,4.386,10.3028,8.772,32.0,24.0,56.0,48.0,0.5,0.5,1.0,1.0,0.5,1.5,2.0,3.0,0.26645,0.28105,0.5475,0.5621,14.045,29.945,43.99,59.89,0.0,0.445,0.445,0.89,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-2.0,0.0,-0.02,-0.02,-0.04,0.0,-3.0,-3.0,-6.0
